Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating
2018,Land Rover,Discovery Sport,Sport utility vehicle: Small,2.0,4,AS9,Z,11.4,9.3,10.5,27,246,5.0,7.0
2018,Land Rover,Range Rover Evoque,Sport utility vehicle: Small,2.0,4,AS9,Z,10.9,8.0,9.6,29,225,5.0,7.0
2018,Land Rover,Range Rover Evoque Convertible,Sport utility vehicle: Small,2.0,4,AS9,Z,11.2,8.2,9.8,29,231,5.0,7.0
2018,Land Rover,Range Rover Velar,Sport utility vehicle: Small,2.0,4,AS8,D,9.2,7.8,8.5,33,229,5.0,1.0
2018,Land Rover,Range Rover Velar,Sport utility vehicle: Small,3.0,6,AS8,Z,13.0,10.0,11.6,24,273,4.0,7.0
2018,Lexus,ES 350,Mid-size,3.5,6,AS6,X,11.4,7.7,9.7,29,226,5.0,3.0
2018,Lexus,GS 350 AWD,Mid-size,3.5,6,AS6,Z,12.5,9.2,11.0,26,257,4.0,5.0
2018,Lexus,GS F,Compact,5.0,8,AS8,Z,14.9,9.7,12.5,23,293,3.0,5.0
2018,Lexus,IS 300,Compact,2.0,4,AS8,Z,10.6,7.3,9.1,31,214,5.0,3.0
2018,Lexus,IS 300 AWD,Compact,3.5,6,AS6,Z,12.3,9.1,10.9,26,254,4.0,5.0
2018,Lexus,IS 350 AWD,Compact,3.5,6,AS6,Z,12.3,9.1,10.9,26,254,4.0,5.0
2018,Lexus,LC 500,Subcompact,5.0,8,AS10,Z,14.7,9.2,12.2,23,286,3.0,5.0
2018,Lexus,LC 500h,Subcompact,3.5,6,AV10,Z,8.9,7.0,8.0,35,187,6.0,7.0
2018,Lexus,LS 500,Mid-size,3.4,6,AS10,Z,12.2,7.8,10.2,28,240,5.0,3.0
2018,Lexus,LS 500 AWD,Mid-size,3.4,6,AS10,Z,13.0,8.7,11.0,26,259,4.0,3.0
2018,Lexus,LS 500h,Mid-size,3.5,6,AV10,Z,9.4,7.1,8.4,34,195,6.0,7.0
2018,Lexus,LS 500h AWD,Mid-size,3.5,6,AV10,Z,10.3,7.6,9.1,31,211,5.0,7.0
2018,Lexus,NX 300 AWD,Sport utility vehicle: Small,2.0,4,AS6,Z,10.6,8.5,9.7,29,226,5.0,3.0
2018,Lexus,NX 300 AWD F SPORT,Sport utility vehicle: Small,2.0,4,AS6,Z,10.8,8.9,9.9,29,232,5.0,3.0
2018,Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,Z,13.1,9.8,11.2,25,262,4.0,5.0
2018,Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,Z,13.1,9.8,11.2,25,262,4.0,5.0
2018,Lexus,RC F,Subcompact,5.0,8,AS8,Z,15.2,9.5,12.6,22,289,3.0,5.0
2018,Lexus,RX 350 AWD,Sport utility vehicle: Small,3.5,6,AS8,X,12.2,9.0,10.8,26,252,4.0,5.0
2018,Lexus,RX 350 L AWD,Sport utility vehicle: Small,3.5,6,AS8,X,13.1,9.4,11.1,25,268,4.0,5.0
2018,Lincoln,Continental AWD,Full-size,2.7,6,AS6,X,14.0,9.4,12.0,24,280,4.0,5.0
2018,Lincoln,Continental AWD,Full-size,3.0,6,AS6,X,14.5,9.8,12.3,23,290,3.0,5.0
2018,Lincoln,Continental AWD,Full-size,3.7,6,AS6,X,14.3,9.7,12.2,23,287,3.0,3.0
2018,Lincoln,MKC AWD,Sport utility vehicle: Small,2.0,4,AS6,X,12.3,9.3,10.9,26,256,4.0,5.0
2018,Lincoln,MKC AWD (Start/Stop),Sport utility vehicle: Small,2.0,4,AS6,X,12.1,9.3,10.8,26,254,4.0,5.0
2018,Lincoln,MKC AWD,Sport utility vehicle: Small,2.3,4,AS6,X,13.1,9.4,11.5,25,269,4.0,3.0
2018,Lincoln,MKT AWD,Sport utility vehicle: Standard,3.5,6,AS6,X,15.7,11.2,13.7,21,322,3.0,3.0
2018,Lincoln,MKT Livery AWD,Special purpose vehicle,3.7,6,A6,X,14.7,10.2,12.7,22,298,3.0,3.0
2018,Lincoln,MKX AWD,Sport utility vehicle: Small,2.7,6,AS6,X,14.1,9.8,12.1,23,284,3.0,5.0
2018,Lincoln,MKX AWD,Sport utility vehicle: Small,3.7,6,AS6,X,14.3,10.3,12.5,23,293,3.0,3.0
2018,Lincoln,MKZ AWD,Mid-size,2.0,4,AS6,X,11.8,8.4,10.3,27,242,5.0,5.0
2018,Lincoln,MKZ AWD,Mid-size,3.0,6,AS6,X,14.0,9.2,11.8,24,278,4.0,5.0
2018,Lincoln,Navigator 4X4,Sport utility vehicle: Standard,3.5,6,AS10,X,14.9,11.3,13.3,21,310,3.0,5.0
2018,Maserati,Ghibli,Mid-size,3.0,6,AS8,Z,14.1,9.8,12.2,23,286,3.0,1.0
2018,Maserati,Ghibli S,Mid-size,3.0,6,AS8,Z,14.5,10.0,12.4,23,293,3.0,1.0
2018,Maserati,Ghibli SQ4,Mid-size,3.0,6,AS8,Z,14.7,9.9,12.6,22,295,3.0,1.0
2018,Maserati,Quattroporte S,Full-size,3.0,6,AS8,Z,14.9,10.3,12.8,22,300,3.0,1.0
2018,Maserati,Quattroporte SQ4,Full-size,3.0,6,AS8,Z,15.0,10.3,12.8,22,301,3.0,1.0
2018,Maserati,Quattroporte GTS,Full-size,3.8,8,AS8,Z,16.1,10.8,13.7,21,321,3.0,1.0
2018,Mazda,CX-3,Compact,2.0,4,M6,X,9.0,7.0,8.1,35,189,6.0,3.0
2018,Mazda,CX-3 4WD,Compact,2.0,4,AS6,X,8.8,7.5,8.2,34,192,6.0,3.0
2018,Mazda,CX-5,Sport utility vehicle: Small,2.0,4,M6,X,9.7,7.7,8.8,32,206,6.0,3.0
2018,Mazda,CX-5,Sport utility vehicle: Small,2.5,4,AS6,X,9.7,7.8,8.8,32,206,6.0,7.0
2018,Mazda,CX-5 (Cylinder Deactivation),Sport utility vehicle: Small,2.5,4,AS6,X,9.3,7.6,8.5,33,201,6.0,7.0
2018,Mazda,CX-5 4WD,Sport utility vehicle: Small,2.5,4,AS6,X,10.2,8.2,9.3,30,217,5.0,7.0
2018,Mazda,CX-5 4WD (Cylinder Deactivation),Sport utility vehicle: Small,2.5,4,AS6,X,9.8,7.9,9.0,31,209,5.0,7.0
2018,Mazda,CX-9,Sport utility vehicle: Small,2.5,4,AS6,X,10.6,8.4,9.6,29,225,5.0,3.0
2018,Mazda,CX-9 4WD,Sport utility vehicle: Small,2.5,4,AS6,X,11.5,8.9,10.4,27,242,5.0,3.0
2018,Mazda,Mazda3 4-Door (SIL),Compact,2.5,4,M6,X,9.3,6.9,8.2,34,194,6.0,3.0
2018,Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4,M6,X,9.6,7.0,8.4,34,198,6.0,3.0
2018,Mazda,Mazda6 Turbo,Mid-size,2.5,4,AS6,X,10.0,7.5,8.9,32,208,6.0,3.0
2018,Mazda,MX-5,Two-seater,2.0,4,AS6,Z,9.1,6.8,8.0,35,188,6.0,3.0
2018,Mazda,MX-5 (SIL),Two-seater,2.0,4,M6,Z,8.9,7.1,8.1,35,189,6.0,3.0
2018,Mercedes-Benz,AMG C 43 4MATIC,Compact,3.0,6,A9,Z,11.8,8.8,10.4,27,244,5.0,5.0
2018,Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3.0,6,A9,Z,12.3,9.4,11.0,26,256,4.0,5.0
2018,Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3.0,6,A9,Z,11.8,8.8,10.5,27,245,5.0,5.0
2018,Mercedes-Benz,AMG C 63,Compact,4.0,8,A7,Z,13.4,9.6,11.7,24,274,4.0,5.0
2018,Mercedes-Benz,AMG C 63 Cabriolet,Subcompact,4.0,8,A7,Z,14.0,10.4,12.4,23,291,3.0,5.0
2018,Mercedes-Benz,AMG C 63 Coupe,Subcompact,4.0,8,A7,Z,13.8,10.1,12.1,23,285,3.0,5.0
2018,Mercedes-Benz,AMG C 63 S,Compact,4.0,8,A7,Z,13.4,9.6,11.7,24,274,4.0,5.0
2018,Mercedes-Benz,AMG C 63 S Cabriolet,Subcompact,4.0,8,A7,Z,14.0,10.4,12.4,23,291,3.0,5.0
2018,Mercedes-Benz,AMG C 63 S Coupe,Subcompact,4.0,8,A7,Z,13.8,10.2,12.2,23,285,3.0,5.0
2018,Mercedes-Benz,AMG CLA 45 4MATIC,Compact,2.0,4,AM7,Z,10.3,7.9,9.2,31,217,5.0,3.0
2018,Mercedes-Benz,AMG E 43 4MATIC,Mid-size,3.0,6,A9,Z,12.4,9.4,11.1,25,258,4.0,5.0
2018,Mercedes-Benz,AMG E 63 S 4MATIC,Mid-size,4.0,8,A9,Z,15.5,10.6,13.3,21,313,3.0,5.0
2018,Mercedes-Benz,AMG E 63 S 4MATIC Wagon,Station wagon: Mid-size,4.0,8,A9,Z,15.2,11.0,13.3,21,312,3.0,5.0
2018,Mercedes-Benz,AMG GLA 45 4MATIC,Station wagon: Mid-size,2.0,4,AM7,Z,10.7,8.3,9.6,29,225,5.0,3.0
2018,Mercedes-Benz,AMG GLC 43 4MATIC,Sport utility vehicle: Small,3.0,6,A9,Z,13.1,10.1,11.8,24,277,4.0,5.0
2018,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,Sport utility vehicle: Small,3.0,6,A9,Z,13.0,9.9,11.6,24,272,4.0,5.0
2018,Mercedes-Benz,AMG GLE 43 4MATIC,Sport utility vehicle: Standard,3.0,6,A9,Z,13.5,10.3,12.1,23,282,4.0,3.0
2018,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Sport utility vehicle: Standard,3.0,6,A9,Z,13.5,10.6,12.2,23,285,3.0,3.0
2018,Mercedes-Benz,AMG GT Coupe,Two-seater,4.0,8,AM7,Z,14.5,10.8,12.8,22,302,3.0,5.0
2018,Mercedes-Benz,AMG GT Roadster,Two-seater,4.0,8,AM7,Z,14.7,11.0,13.0,22,304,3.0,5.0
2018,Mercedes-Benz,AMG GT C Coupe,Two-seater,4.0,8,AM7,Z,15.5,11.7,13.8,20,322,3.0,5.0
2018,Mercedes-Benz,AMG GT C Roadster,Two-seater,4.0,8,AM7,Z,15.5,11.7,13.8,20,322,3.0,5.0
2018,Mercedes-Benz,AMG GT R Coupe,Two-seater,4.0,8,AM7,Z,15.6,11.9,13.9,20,324,3.0,5.0
2018,Mercedes-Benz,AMG GT S Coupe,Two-seater,4.0,8,AM7,Z,14.5,10.8,12.8,22,302,3.0,5.0
2018,Mercedes-Benz,AMG S 63 4MATIC,Full-size,4.0,8,A9,Z,14.1,8.9,11.8,24,275,4.0,5.0
2018,Mercedes-Benz,AMG S 63 4MATIC Cabriolet,Subcompact,4.0,8,A9,Z,15.8,9.8,13.1,22,306,3.0,5.0
2018,Mercedes-Benz,AMG S 63 4MATIC Coupe,Compact,4.0,8,A9,Z,14.0,8.7,11.6,24,271,4.0,5.0
2018,Mercedes-Benz,AMG SL 63,Two-seater,5.5,8,A7,Z,14.7,9.5,12.4,23,291,3.0,1.0
2018,Mercedes-Benz,AMG SLC 43,Two-seater,3.0,6,A9,Z,11.6,8.2,10.1,28,236,5.0,5.0
2018,Mercedes-Benz,B 250,Mid-size,2.0,4,AM7,Z,9.8,6.8,8.4,34,196,6.0,5.0
2018,Mercedes-Benz,B 250 4MATIC,Mid-size,2.0,4,AM7,Z,10.3,7.8,9.1,31,215,5.0,5.0
2018,Mercedes-Benz,C 300 4MATIC,Compact,2.0,4,A9,Z,10.5,7.5,9.1,31,214,5.0,5.0
2018,Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2.0,4,A9,Z,10.8,8.0,9.6,29,224,5.0,5.0
2018,Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2.0,4,A9,Z,10.5,7.8,9.3,30,218,5.0,5.0
2018,Mercedes-Benz,C 300 4MATIC Wagon,Station wagon: Mid-size,2.0,4,A9,Z,10.7,8.0,9.5,30,222,5.0,5.0
2018,Mercedes-Benz,CLA 250,Compact,2.0,4,AM7,Z,9.6,6.6,8.2,34,193,6.0,5.0
2018,Mercedes-Benz,CLA 250 4MATIC,Compact,2.0,4,AM7,Z,9.9,7.3,8.7,32,204,6.0,5.0
2018,Mercedes-Benz,E 300 4MATIC,Mid-size,2.0,4,A9,Z,11.0,8.1,9.7,29,227,5.0,5.0
2018,Mercedes-Benz,E 400 4MATIC,Mid-size,3.0,6,A9,Z,11.8,8.7,10.4,27,246,4.0,5.0
2018,Mercedes-Benz,E 400 4MATIC Cabriolet,Subcompact,3.0,6,A9,Z,12.0,9.2,10.8,26,251,4.0,5.0
2018,Mercedes-Benz,E 400 4MATIC Coupe,Subcompact,3.0,6,A9,Z,11.9,9.0,10.6,27,248,4.0,5.0
2018,Mercedes-Benz,E 400 4MATIC Wagon,Station wagon: Mid-size,3.0,6,A9,Z,12.4,9.5,11.1,25,261,4.0,5.0
2018,Mercedes-Benz,GLA 250 4MATIC,Sport utility vehicle: Small,2.0,4,AM7,Z,10.1,7.6,9.0,31,209,5.0,5.0
2018,Mercedes-Benz,GLC 300 4MATIC,Sport utility vehicle: Small,2.0,4,A9,Z,11.1,8.6,10.0,28,240,5.0,5.0
2018,Mercedes-Benz,GLC 300 4MATIC Coupe,Sport utility vehicle: Small,2.0,4,A9,Z,11.0,8.7,10.0,28,235,5.0,5.0
2018,Mercedes-Benz,GLE 400 4MATIC,Sport utility vehicle: Standard,3.0,6,A9,Z,13.5,10.3,12.1,23,282,4.0,3.0
2018,Mercedes-Benz,GLE 550 4MATIC,Sport utility vehicle: Standard,4.7,8,A9,Z,15.2,11.4,13.5,21,317,3.0,3.0
2018,Mercedes-Benz,GLS 450 4MATIC,Sport utility vehicle: Standard,3.0,6,A9,Z,14.3,11.4,13.0,22,305,3.0,3.0
2018,Mercedes-Benz,Metris Cargo,Special purpose vehicle,2.0,4,A7,Z,11.5,9.8,10.7,26,251,4.0,5.0
2018,Mercedes-Benz,Metris Passenger,Special purpose vehicle,2.0,4,A7,Z,12.3,10.3,11.4,25,268,4.0,5.0
2018,Mercedes-Benz,S 450 4MATIC SWB,Mid-size,3.0,6,A9,Z,12.8,8.5,10.9,26,255,4.0,3.0
2018,Mercedes-Benz,S 560 Cabriolet,Subcompact,4.0,8,A9,Z,13.9,9.2,11.8,24,276,4.0,5.0
2018,Mercedes-Benz,S 560 4MATIC SWB,Mid-size,4.0,8,A9,Z,13.1,8.8,11.2,25,261,4.0,5.0
2018,Mercedes-Benz,S 560 4MATIC,Full-size,4.0,8,A9,Z,13.5,8.6,11.3,25,265,4.0,5.0
2018,Mercedes-Benz,S 560 4MATIC Coupe,Compact,4.0,8,A9,Z,13.6,8.8,11.4,25,269,4.0,5.0
2018,Mercedes-Benz,SL 450,Two-seater,3.0,6,A9,Z,11.5,8.5,10.2,28,238,5.0,3.0
2018,Mercedes-Benz,SL 550,Two-seater,4.7,8,A9,Z,13.5,9.6,11.8,24,275,4.0,1.0
2018,Mercedes-Benz,SLC 300,Two-seater,2.0,4,A9,Z,9.6,7.4,8.6,33,202,6.0,3.0
2018,MINI,Cooper Clubman ALL4,Mid-size,1.5,3,AS8,Z,10.2,7.6,9.0,31,212,5.0,3.0
2018,MINI,Cooper Clubman ALL4,Mid-size,1.5,3,M6,Z,10.5,7.4,9.1,31,214,5.0,3.0
2018,MINI,Cooper Countryman ALL4,Station wagon: Small,1.5,3,AS8,Z,10.3,7.9,9.2,31,215,5.0,3.0
2018,MINI,Cooper Countryman ALL4,Station wagon: Small,1.5,3,M6,Z,10.5,7.4,9.1,31,214,5.0,3.0
2018,MINI,Cooper S 3 Door,Subcompact,2.0,4,AS6,Z,9.3,7.3,8.4,34,197,6.0,7.0
2018,MINI,Cooper S 3 Door,Subcompact,2.0,4,M6,Z,10.3,7.4,9.0,31,210,5.0,7.0
2018,MINI,Cooper S 5 Door,Subcompact,2.0,4,AS6,Z,9.3,7.3,8.4,34,197,6.0,7.0
2018,MINI,Cooper S 5 Door,Subcompact,2.0,4,M6,Z,10.3,7.4,9.0,31,210,5.0,7.0
2018,MINI,Cooper S Clubman ALL4,Mid-size,2.0,4,AS8,Z,10.5,7.6,9.2,31,215,5.0,7.0
2018,MINI,Cooper S Clubman ALL4,Mid-size,2.0,4,M6,Z,11.4,7.8,9.7,29,227,5.0,7.0
2018,MINI,Cooper S Convertible,Minicompact,2.0,4,AS6,Z,9.3,7.1,8.3,34,195,6.0,7.0
2018,MINI,Cooper S Convertible,Minicompact,2.0,4,M6,Z,10.3,7.4,9.0,31,210,5.0,7.0
2018,MINI,Cooper S Countryman ALL4,Mid-size,2.0,4,AS8,Z,10.5,7.6,9.2,31,215,5.0,7.0
2018,MINI,Cooper S Countryman ALL4,Mid-size,2.0,4,M6,Z,11.3,7.7,9.7,29,227,5.0,7.0
2018,MINI,John Cooper Works,Subcompact,2.0,4,AS6,Z,9.3,7.3,8.4,34,197,6.0,3.0
2018,MINI,John Cooper Works,Subcompact,2.0,4,M6,Z,10.3,7.4,9.0,31,210,5.0,3.0
2018,MINI,John Cooper Works Clubman ALL4,Mid-size,2.0,4,AS8,Z,10.2,7.5,9.0,31,211,5.0,3.0
2018,MINI,John Cooper Works Clubman ALL4,Mid-size,2.0,4,M6,Z,11.4,7.6,9.7,29,228,5.0,3.0
2018,MINI,John Cooper Works Convertible,Minicompact,2.0,4,AS6,Z,9.8,7.3,8.7,32,203,6.0,3.0
2018,MINI,John Cooper Works Convertible,Minicompact,2.0,4,M6,Z,10.8,7.7,9.4,30,220,5.0,3.0
2018,MINI,John Cooper Works Countryman ALL4,Mid-size,2.0,4,AS8,Z,10.6,7.8,9.3,30,220,5.0,3.0
2018,MINI,John Cooper Works Countryman ALL4,Mid-size,2.0,4,M6,Z,11.5,8.0,9.9,29,232,5.0,3.0
2018,Mitsubishi,Eclipse Cross,Sport utility vehicle: Small,1.5,4,AV8,X,9.4,8.4,8.9,32,208,6.0,5.0
2018,Mitsubishi,Eclipse Cross 4WD,Sport utility vehicle: Small,1.5,4,AV8,X,9.6,8.9,9.3,30,216,5.0,5.0
2018,Mitsubishi,Outlander 4WD,Sport utility vehicle: Small,2.4,4,AV6,X,9.9,8.1,9.1,31,212,5.0,5.0
2018,Mitsubishi,Outlander 4WD,Sport utility vehicle: Small,3.0,6,AS6,Z,12.0,8.8,10.6,27,248,4.0,5.0
2018,Mitsubishi,RVR,Sport utility vehicle: Small,2.0,4,AV6,X,9.7,7.8,8.8,32,204,6.0,5.0
2018,Mitsubishi,RVR,Sport utility vehicle: Small,2.0,4,M5,X,10.3,8.2,9.3,30,216,5.0,5.0
2018,Mitsubishi,RVR 4WD,Sport utility vehicle: Small,2.0,4,AV6,X,10.1,8.2,9.2,31,213,5.0,5.0
2018,Mitsubishi,RVR 4WD,Sport utility vehicle: Small,2.4,4,AV6,X,10.3,8.3,9.4,30,219,5.0,5.0
2018,Nissan,370Z,Two-seater,3.7,6,AS7,Z,12.6,9.3,11.1,25,261,4.0,3.0
2018,Nissan,370Z,Two-seater,3.7,6,M6,Z,13.3,9.3,11.5,25,269,4.0,3.0
2018,Nissan,370Z Roadster,Two-seater,3.7,6,AS7,Z,13.0,9.7,11.5,25,270,4.0,3.0
2018,Nissan,370Z Roadster,Two-seater,3.7,6,M6,Z,13.6,9.7,11.8,24,278,4.0,3.0
2018,Nissan,Altima,Mid-size,3.5,6,AV7,X,10.6,7.3,9.1,31,214,5.0,3.0
2018,Nissan,Frontier,Pickup truck: Small,2.5,4,A5,X,13.6,10.7,12.3,23,290,3.0,3.0
2018,Nissan,Frontier,Pickup truck: Small,2.5,4,M5,X,12.2,10.4,11.4,25,268,4.0,3.0
2018,Nissan,Frontier,Pickup truck: Small,4.0,6,A5,X,14.7,10.4,12.8,22,300,3.0,3.0
2018,Nissan,Frontier 4WD,Pickup truck: Small,4.0,6,A5,X,15.8,11.5,13.9,20,326,3.0,3.0
2018,Nissan,Frontier 4WD,Pickup truck: Small,4.0,6,M6,X,15.1,11.5,13.5,21,317,3.0,3.0
2018,Nissan,GT-R,Subcompact,3.8,6,AM6,Z,14.5,10.7,12.8,22,300,3.0,3.0
2018,Nissan,Maxima,Mid-size,3.5,6,AV7,Z,11.1,7.8,9.6,29,227,5.0,3.0
2018,Nissan,Micra,Compact,1.6,4,A4,X,9.0,6.8,8.0,35,188,6.0,3.0
2018,Nissan,Murano,Station wagon: Mid-size,3.5,6,AV7,X,11.0,8.3,9.8,29,230,5.0,5.0
2018,Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,X,11.2,8.4,9.9,29,232,5.0,5.0
2018,Nissan,NV200 Cargo Van,Special purpose vehicle,2.0,4,AV,X,9.8,8.8,9.3,30,218,5.0,3.0
2018,Nissan,Pathfinder,Sport utility vehicle: Small,3.5,6,AV,X,11.6,8.5,10.2,28,240,5.0,5.0
2018,Nissan,Pathfinder 4WD,Sport utility vehicle: Small,3.5,6,AV,X,12.1,8.9,10.7,26,250,4.0,5.0
2018,Nissan,Pathfinder 4WD Platinum,Sport utility vehicle: Small,3.5,6,AV,X,12.4,9.2,11.0,26,259,4.0,3.0
2018,Nissan,Qashqai,Station wagon: Small,2.0,4,AV,X,8.8,7.3,8.1,35,191,6.0,5.0
2018,Nissan,Qashqai,Station wagon: Small,2.0,4,M6,X,10.0,8.1,9.2,31,216,5.0,5.0
2018,Nissan,Qashqai AWD,Station wagon: Small,2.0,4,AV,X,9.0,7.5,8.4,34,196,6.0,5.0
2018,Nissan,Rogue,Sport utility vehicle: Small,2.5,4,AV,X,9.2,7.0,8.2,34,192,6.0,5.0
2018,Nissan,Rogue AWD,Sport utility vehicle: Small,2.5,4,AV,X,9.7,7.4,8.7,32,205,6.0,5.0
2018,Nissan,Sentra (Turbo),Mid-size,1.6,4,AV7,Z,8.9,7.3,8.2,34,193,6.0,3.0
2018,Nissan,Sentra (Turbo),Mid-size,1.6,4,M6,Z,9.1,7.3,8.3,34,195,6.0,3.0
2018,Nissan,Sentra Nismo,Mid-size,1.6,4,AV7,Z,9.4,7.8,8.7,32,205,6.0,3.0
2018,Nissan,Sentra Nismo,Mid-size,1.6,4,M6,Z,9.5,7.6,8.7,32,204,6.0,3.0
2018,Nissan,Titan,Pickup truck: Standard,5.6,8,AS7,X,15.0,11.2,13.3,21,312,3.0,3.0
2018,Nissan,Titan 4WD,Pickup truck: Standard,5.6,8,AS7,X,15.2,11.1,13.4,21,315,3.0,3.0
2018,Nissan,Titan 4WD Pro-4X,Pickup truck: Standard,5.6,8,AS7,X,15.9,11.9,14.1,20,331,3.0,3.0
2018,Porsche,911 Carrera,Minicompact,3.0,6,AM7,Z,10.6,8.0,9.4,30,221,5.0,1.0
2018,Porsche,911 Carrera,Minicompact,3.0,6,M7,Z,11.8,8.1,10.1,28,237,5.0,1.0
2018,Porsche,911 Carrera 4,Minicompact,3.0,6,AM7,Z,10.7,8.3,9.6,29,225,5.0,1.0
2018,Porsche,911 Carrera 4,Minicompact,3.0,6,M7,Z,12.1,8.3,10.4,27,242,5.0,1.0
2018,Porsche,911 Carrera Cabriolet,Minicompact,3.0,6,AM7,Z,10.8,8.3,9.7,29,227,5.0,1.0
2018,Porsche,911 Carrera Cabriolet,Minicompact,3.0,6,M7,Z,12.0,8.2,10.3,27,241,5.0,1.0
2018,Porsche,911 Carrera 4 Cabriolet,Minicompact,3.0,6,AM7,Z,11.0,8.4,9.8,29,230,5.0,1.0
2018,Porsche,911 Carrera 4 Cabriolet,Minicompact,3.0,6,M7,Z,12.2,8.5,10.5,27,246,5.0,1.0
2018,Porsche,911 Carrera S,Minicompact,3.0,6,AM7,Z,10.8,8.3,9.7,29,226,5.0,1.0
2018,Porsche,911 Carrera S,Minicompact,3.0,6,M7,Z,12.1,8.3,10.4,27,242,5.0,1.0
2018,Porsche,911 Carrera 4S,Minicompact,3.0,6,AM7,Z,11.0,8.5,9.9,29,232,5.0,1.0
2018,Porsche,911 Carrera 4S,Minicompact,3.0,6,M7,Z,12.1,8.4,10.4,27,243,5.0,1.0
2018,Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,AM7,Z,10.8,8.4,9.7,29,228,5.0,1.0
2018,Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,M7,Z,12.1,8.3,10.4,27,243,5.0,1.0
2018,Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6,AM7,Z,10.9,8.5,9.9,29,231,5.0,1.0
2018,Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6,M7,Z,12.2,8.5,10.5,27,246,4.0,1.0
2018,Porsche,911 Carrera GTS,Minicompact,3.0,6,AM7,Z,11.5,9.1,10.4,27,243,5.0,1.0
2018,Porsche,911 Carrera GTS,Minicompact,3.0,6,M7,Z,13.0,8.9,11.1,25,260,4.0,1.0
2018,Porsche,911 Carrera 4 GTS,Minicompact,3.0,6,AM7,Z,11.8,9.2,10.6,27,248,4.0,1.0
2018,Porsche,911 Carrera 4 GTS,Minicompact,3.0,6,M7,Z,12.8,8.9,11.0,26,257,4.0,1.0
2018,Porsche,911 Carrera GTS Cabriolet,Minicompact,3.0,6,AM7,Z,11.8,9.2,10.6,27,249,4.0,1.0
2018,Porsche,911 Carrera GTS Cabriolet,Minicompact,3.0,6,M7,Z,12.7,9.0,11.0,26,258,4.0,1.0
2018,Porsche,911 Carrera 4 GTS Cabriolet,Minicompact,3.0,6,AM7,Z,11.9,9.3,10.7,26,250,4.0,1.0
2018,Porsche,911 Carrera 4 GTS Cabriolet,Minicompact,3.0,6,M7,Z,12.9,9.1,11.1,25,260,4.0,1.0
2018,Porsche,911 GT3,Two-seater,4.0,6,AM7,Z,15.8,11.6,13.9,20,324,3.0,1.0
2018,Porsche,911 Targa 4,Minicompact,3.0,6,AM7,Z,10.9,8.4,9.8,29,228,5.0,1.0
2018,Porsche,911 Targa 4,Minicompact,3.0,6,M7,Z,12.2,8.5,10.5,27,246,5.0,1.0
2018,Porsche,911 Targa 4S,Minicompact,3.0,6,AM7,Z,11.1,8.6,10.0,28,233,5.0,1.0
2018,Porsche,911 Targa 4S,Minicompact,3.0,6,M7,Z,12.2,8.5,10.5,27,246,4.0,1.0
2018,Porsche,911 Targa 4 GTS,Minicompact,3.0,6,AM7,Z,12.1,9.2,10.8,26,251,4.0,1.0
2018,Porsche,911 Targa 4 GTS,Minicompact,3.0,6,M7,Z,13.2,9.2,11.4,25,266,4.0,1.0
2018,Porsche,911 Turbo,Minicompact,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,4.0,1.0
2018,Porsche,911 Turbo Cabriolet,Minicompact,3.8,6,AM7,Z,12.6,9.9,11.4,25,267,4.0,1.0
2018,Porsche,911 Turbo S,Minicompact,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,4.0,1.0
2018,Porsche,911 Turbo S Cabriolet,Minicompact,3.8,6,AM7,Z,12.6,9.9,11.4,25,267,4.0,1.0
2018,Porsche,911 Turbo S Exclusive,Minicompact,3.8,6,AM7,Z,13.8,10.3,12.3,23,285,3.0,1.0
2018,Porsche,Boxster,Two-seater,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,5.0,1.0
2018,Porsche,Boxster,Two-seater,2.0,4,M6,Z,11.0,8.3,9.8,29,229,5.0,1.0
2018,Porsche,Boxster S,Two-seater,2.5,4,AM7,Z,11.0,8.4,9.9,29,230,5.0,1.0
2018,Porsche,Boxster S,Two-seater,2.5,4,M6,Z,12.1,9.0,10.7,26,249,4.0,1.0
2018,Porsche,Boxster GTS,Two-seater,2.5,4,AM7,Z,11.8,9.2,10.6,27,249,4.0,1.0
2018,Porsche,Boxster GTS,Two-seater,2.5,4,M6,Z,12.3,9.4,11.0,26,257,4.0,1.0
